io15,io16,SR1A,SR1B,SR1C,SR1D,SR1E,SR1F,SR1G,SR108A,SR108B,SR108C,SR108D,SR108E,SR108F,SR108G,SR108H,SR119A,SR119B,SR119C,SR119D,SR119E,SR119F,SR119G,SR119H,SR119I,SR119J,SN6,SN7,SN15,SN16,DE12,DE32_1,DE32_2,DE32_3,DE32_4,DE32_5,DE32_6,DE32_7,DE32_8,DE32_9,DE32_98,DE32_99,DE33,DE34,DE35,DE36
9,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,4,4, , ,2, ,1, , , , , , , , , ,2,1,1,1
9,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,3,1,1,2,1, , , , , , , , , , ,3,2,2,2
9,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,3,1,1,3,1, , , , , , , , , , ,2,1,1,1
9,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
25,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
25,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
14,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,2,1,1,2,1, , , , , , , , , , ,3,2,2,3
14,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,1,1,2,1, , , , , , , , , , ,4,2,3,3
14,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,3,2,2,3,1, , , , , , , , , , ,5,3,4,4
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,2,1,1,4,1, , , , , , , , , , ,4,2,4,2
15,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,4, , , , , , , , ,1, , ,4,4, , 
15,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,2,1,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,2,1,1,4, , , , , , , , ,1, , ,5,4, , 
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,1,1,4,1, , , , , , , , , , ,4,3,3,3
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,3, , , , , , , , ,1, , ,5,4, , 
15,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,4,3, , ,4,1, , , , , , , , , , ,4,3,4,4
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,3, , , , , , , , , ,1, ,4,2,3,3
13,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1, , ,2, , , , , , , , , ,1, ,4,2,3,2
13,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1, , ,4, , , , , , , , , ,1, ,5,4, , 
13,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1, , ,3, , , , , , , , , ,1, ,4,2,3,2
13,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2,1,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,1,1,4, , , , , , , , , ,1, ,4,3,2,2
13,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,4,1, , , , , , , , , , ,5,2,4,2
13,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,4,4,1,1,3,1, , , , , , , , , , ,4,1,2,2
13,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,3, , , , , , , , ,1, , ,5,4, , 
15,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,4, , , , , , , , ,1, , ,5,4, , 
15,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,2, , ,4,1, , , , , , , , , , ,5,4, , 
15,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,1,1,4, , , , , , , , ,1, , ,5,4, , 
15,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,2,1,1,4,1, , , , , , , , , , ,5,4, , 
3,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,4,1,1,3, , , , ,1, , , , , , ,4,3,4,4
3,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,2,2,1,2,1, , , , , , , , , , ,4,2,3,2
15,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,1,1,1,1, , , , , , , , , , ,3,1,1,1
3,1,5,5,1,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,1, , ,4, , , , , , , , ,1, , ,5,2,4,4
3,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,2,1, , , , , , , , , , ,3,2,4,1
3,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,1,1,1,2,1, , , , , , , , , , ,3,2,2,1
15,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,3, , ,4, , , , ,1, , , , , , ,4,2,3,3
3,1,5,5,5,5,5,1,5, , , , , , , , , , , , , , , , , , ,2,1, , ,2,1, , , , , , , , , , ,3,2,1,1
3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,4,2,1,1,4,1, , , , , , , , , , ,5,3,4,4
15,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,4, , , , , , , , ,1, , ,5,4, , 
3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,4,2, , ,2,1, , , , , , , , , , ,4,2,1,1
3,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1, , ,3, , ,1, , , , , , , , ,4,2,2,4
15,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,2, , ,4, , , , , , , , ,1, , ,5,4, , 
3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,1,5,5,5,1,5,5,5, , , , , , , , ,5,5,5,5,1,5,1,5,1,1,1,2,1,1,4, , , , , , , , ,1, , ,5,8, , 
1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,3,3,3,4,1, , , , , , , , , , ,5,2,4,3
1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,4,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,1, , ,4, , , , , , , , ,1, , ,5,4, , 
1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,1,1,1,3,1, , , , , , , , , , ,5,2,4,3
1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,4,1, , ,4, , , , ,1, , , , , , ,5,2,1,1
1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,4,4, , ,1,1, , , , , , , , , , ,1,1,1,1
3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,1,5,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1,2, , ,3,1, , , , , , , , , , ,4,2,3,3
23,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2, , ,4,1, , , , , , , , , , ,4,3,4,3
23,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2, , ,4, , , , ,1, , , , , , ,5,3,3,3
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1, , , , , , , , , , ,5,1,4,4
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,8,8, , ,2,1, , , , , , , , , , ,5,1,1,1
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2, , ,3,1, , , , , , , , , , ,4,3,8,8
23,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,3,4,4,2,1, , , , , , , , , , ,4,2,2,2
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1, , , , , , , , , , ,4,2,3,2
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1, , ,4,1, , , , , , , , , , ,4,2,4,4
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,3,3,3,3,1, , , , , , , , , , ,4,3,3,3
23,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,3, , ,4, , , , ,1, , , , , , ,4,3,3,3
23,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,2,1,2,4, , , , ,1, , , , , , ,4,3,4,3
23,1,8,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,1, , ,1,1, , , , , , , , , , ,2,1,1,1
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,1,1,3, , , , ,1, , , , , , ,5,8, , 
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,3,1, , , , , , , , , , ,5,2,3,8
23,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,3, , ,3,1, , , , , , , , , , ,4,2,2,2
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,1,1,2,1, , , , , , , , , , ,4,1,1,2
23,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,2,2,3,1, , , , , , , , , , ,3,2,2,2
23,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,8,8,8,8,4,1, , , , , , , , , , ,5,3,4,4
23,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1, , ,2,1, , , , , , , , , , ,3,1,1,1
23,1,5,5,5,5,5,5,5, , , , , , , , ,1,1, , , , , , , , ,2,2, , ,3,1, , , , , , , , , , ,4,1,1,3
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,2,1,1,2,1, , , , , , , , , , ,5,4, , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,2, , ,2,1, , , , , , , , , , ,4,2,3,3
5,1,1,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,1,2,3,3,1, , , , , , , , , , ,5,8, , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1,5,5,5,5,5,5,5, , , , , , , , ,5,1, , , , , , , , ,2,2,1,1,1,1, , , , , , , , , , ,4,2,1,1
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,3, , ,3,1, , , , , , , , , , ,4,2,4,2
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,4, , ,3,1, , , , , , , , , , ,4,3,2,2
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,1,1,2,1, , , , , , , , , , ,4,2,8,3
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , ,3,2,3, , , , , , , , , ,1, ,4,3,3,4
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
